CRT_sum,Estimate,NFC,NFC_Ra,NFC_Re,CRTEst_Calibration,Group,Group2,CRT_split,CRT_third,CRT_Four,Estimate_split,Calibration_split,NFC_split,CRT_POMP,Estimate_POMP,CRTNFC_Calibration,ZCRT_sum,ZEstimate,ZCalibration,ZNFC,ZNFC_Ra,ZNFC_Re,CRTxEstimate,CRT_Toplak,CRT_Thomson,ZCRT_Toplak,ZCRT_Thomson,CRT_ToplakxEstimate,Age,Sex,English,Random,StartDate,EndDate,Finished,confirmCode,CRTInst,CRT2_1,CRT2_2,CRT2_3,CRT2_4,CRT3_1,CRT3_2,CRT3_3,CRT3_4,RI_Inst,RI_1,RI_2,RI_3,RI_4,RI_5,RI_6,RI_7,RI_8,RI_9,RI_10,RI_11,RI_12,RI_13,RI_14,RI_15,RI_16,RI_17,RI_18,RI_19,RI_20,Length,Comments,CRT_ACC_1,CRT_ACC_2,CRT_ACC_3,CRT_ACC_4,CRT_ACC_5,CRT_ACC_6,CRT_ACC_7,CRT_ACC_8,RIb_1,RIb_2,RIb_3,RIb_4,RIb_5,RIb_6,RIb_7,RIb_8,RIb_9,RIb_10,RIb_11,RIb_12,RIb_13,RIb_14,RIb_15,RIb_16,RIb_17,RIb_18,RIb_19,RIb_20,P.RI_1,P.RI_3,P.RI_5,P.RI_6,P.RI_7,P.RI_10,P.RI_11,P.RI_15,P.RI_18,P.RI_20,P.RI_2,P.RI_4,P.RI_8,P.RI_9,P.RI_12,P.RI_13,P.RI_14,P.RI_16,P.RI_17,P.RI_19
0,6,63.75,62.5,65,-6,2,2,1,1,1,2,1,1,0,75,-63.75,-1.78401341674997,.264071165343224,-2.07070046288075,-.0979939154165194,-.225984200842788,.00842366821951473,-.471106501949112,0,0,-1.24652924272641,-1.83171952728379,-.32917242976117,27,1,1,2,5/17/2016,5/17/2016,1,896113,1,9,1,0,2,1,7,1,3,1,4,2,5,4,2,3,2,3,2,4,2,4,4,4,4,4,4,4,4,4,25 minutes,thank you,0,0,0,0,0,0,0,0,2,4,5,2,4,3,4,3,4,4,4,2,4,4,4,4,4,2,4,4,25,100,75,50,75,75,75,75,25,75,75,25,50,75,25,75,75,75,75,75
1,5,47.3684210526316,52.5,41.6666666666667,-4,2,2,1,1,1,1,1,1,12.5,62.5,-34.8684210526316,-1.3178985054771,-.386204079314462,-1.09245587969728,-.927547707219887,-.754671670712205,-.9298997221456,.508977778937689,1,0,-.540291312636833,-1.83171952728379,.20866270895851,47,2,1,2,5/17/2016,5/17/2016,1,915965,1,9,30,10,3,1,7,1,27,1,2,4,4,5,4,4,5,2,2,3,5,4,3,3,3,4,4,4,4, ,8 minutes,None,0,0,0,1,0,0,0,0,4,2,4,1,2,4,1,4,4,3,1,2,3,3,3,4,4,2,4, ,75,75,25,75,0,50,0,50,25, ,25,0,75,75,25,50,50,75,75,75
1,5,43.75,50,37.5,-4,2,2,1,1,1,1,1,1,12.5,62.5,-31.25,-1.3178985054771,-.386204079314462,-1.09245587969728,-1.11078248050979,-.886843538179559,-1.09745747042508,.508977778937689,0,1,-1.24652924272641,-.965557580273626,.481414678525707,24,1,1,2,5/17/2016,5/17/2016,1,327150,1,9,15,30,2,9,8,1,9,1,4,5,3,4,4,4,4,3,3,3,4,3,2,4,3,4,4,4,4,2,7 minutes,fun study !,0,0,0,0,0,1,0,0,2,1,3,2,2,4,2,3,3,3,2,3,2,4,3,4,4,2,4,2,25,50,25,75,25,50,25,50,25,25,0,25,50,50,50,25,75,75,75,75
1,5,50,55,45,-4,2,2,1,1,1,1,1,1,12.5,62.5,-37.5,-1.3178985054771,-.386204079314462,-1.09245587969728,-.794286053918142,-.622499803244851,-.795853523522012,.508977778937689,1,0,-.540291312636833,-1.83171952728379,.20866270895851,29,1,1,2,5/17/2016,5/17/2016,1,342491,1,6,30,20,2,1,7,2,9,1,3,4,3,4,3,3,5,2,3,3,4,4,4,4,4,4,4,4,3,4,5 minutes,ty,0,0,1,0,0,0,0,0,3,2,3,2,3,3,1,4,3,3,2,2,4,4,4,4,4,2,3,4,50,50,50,50,0,50,25,75,25,75,25,25,75,50,25,75,75,75,75,50
1,5,68.75,70,67.5,-4,2,2,1,1,1,1,1,2,12.5,62.5,-56.25,-1.3178985054771,-.386204079314462,-1.09245587969728,.155203225856798,.170531401559274,.108958317187206,.508977778937689,1,0,-.540291312636833,-1.83171952728379,.20866270895851,33,1,1,2,5/17/2016,5/17/2016,1,579518,1,8,31,20,2,1,7,1,27,1,2,2,4,2,2,4,2,2,3,4,3,2,3,4,4,4,4,3,4,3,12 minutes,no,0,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,3,4,3,75,75,75,75,75,75,50,75,50,50,75,75,75,50,75,50,75,75,75,75
1,5,78.75,80,77.5,-4,2,2,1,1,1,1,1,2,12.5,62.5,-66.25,-1.3178985054771,-.386204079314462,-1.09245587969728,.661597508403432,.69921887142869,.511096913057969,.508977778937689,0,1,-1.24652924272641,-.965557580273626,.481414678525707,28,1,1,2,5/17/2016,5/17/2016,1,730177,1,9,1,10,2,1,8,1,27,1,1,1,4,1,2,5,1,2,1,5,1,2,4,5,4,1,4,4,5,2,20 mins,Thank you!,0,0,0,0,0,1,0,0,5,5,4,5,4,5,5,4,5,5,5,4,4,5,4,1,4,2,5,2,100,75,75,100,100,100,100,75,25,25,100,100,75,100,75,75,100,0,75,100
1,6,67.5,67.5,67.5,-5,2,2,1,1,1,2,1,1,12.5,75,-55,-1.3178985054771,.264071165343224,-1.58157817128901,.0919039405384685,.0383595340919197,.108958317187206,-.348018994145432,1,0,-.540291312636833,-1.83171952728379,-.142675356552829,27,1,1,2,5/17/2016,5/17/2016,1,471418,1,18,30,20,1,1,7,1,12,1,3,4,4,2,2,4,3,2,3,3,2,2,4,4,4,4,4,2,4,4,4 mins,no,0,0,1,0,0,0,0,0,3,2,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,50,75,75,75,50,50,75,75,75,75,25,75,75,50,75,75,75,75,75,75
1,6,35,47.5,22.5,-5,2,2,1,1,1,2,1,1,12.5,75,-22.5,-1.3178985054771,.264071165343224,-1.58157817128901,-1.55387747773809,-1.01901540564691,-1.70066536423123,-.348018994145432,0,1,-1.24652924272641,-.965557580273626,-.32917242976117,21,1,1,2,5/17/2016,5/17/2016,1,503978,1,3,30,10,2,1,8,1,3,1,4,4,2,4,4,1,4,4,3,1,5,3,2,3,3,4,4,3,4,2,10 minutes, ,0,0,0,0,0,1,0,0,2,2,2,2,2,1,2,2,3,1,1,3,2,3,3,4,4,3,4,2,25,25,25,0,25,0,0,50,50,25,25,25,25,50,50,25,50,75,75,75
1,6,45,70,20,-5,2,2,1,1,1,2,1,1,12.5,75,-32.5,-1.3178985054771,.264071165343224,-1.58157817128901,-1.04748319519146,.170531401559274,-1.80120001319892,-.348018994145432,1,0,-.540291312636833,-1.83171952728379,-.142675356552829,40,2,1,2,5/17/2016,5/17/2016,1,144933,1,4,30,10,2,1,7,1,9,1,3,3,2,3,5,2,5,5,2,1,5,1,5,5,1,3,5,4,4,4,10 mins,Thank you,1,0,0,0,0,0,0,0,3,3,2,3,1,2,1,1,4,1,1,5,5,5,1,3,5,2,4,4,50,25,0,25,0,0,0,0,25,75,50,50,0,75,100,100,100,50,100,75
1,6,75,72.5,77.5,-5,2,2,1,1,1,2,1,2,12.5,75,-62.5,-1.3178985054771,.264071165343224,-1.58157817128901,.471699652448444,.302703269026628,.511096913057969,-.348018994145432,0,1,-1.24652924272641,-.965557580273626,-.32917242976117,42,1,1,2,5/17/2016,5/17/2016,1,249188,1,5,31,10,1,1,8,1,36,1,2,2,4,2,2,4,2,2,2,4,2,2,3,4,4,4,4,2,4,5,9 min,all clear,0,0,0,0,0,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,75,75,75,75,75,75,75,75,75,100,75,75,75,75,75,50,75,75,75,75
1,7,50,50,50,-6,2,2,1,1,1,2,1,1,12.5,87.5,-37.5,-1.3178985054771,.914346410000911,-2.07070046288075,-.794286053918142,-.886843538179559,-.59478422558663,-1.20501576722855,0,1,-1.24652924272641,-.965557580273626,-1.13975953804805, ,2,1,2,5/17/2016,5/17/2016,1,497730,1,12,15,10,2,2,7,2,3,1,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,5 minutes,none,0,0,0,0,1,0,0,0,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,50,50,50,75,50,50,25,50,50,50,50,50,50,50,50,50,50,50,50,50
1,7,47.5,55,40,-6,2,2,1,1,1,2,1,1,12.5,87.5,-35,-1.3178985054771,.914346410000911,-2.07070046288075,-.9208846245548,-.622499803244851,-.996922821457394,-1.20501576722855,1,0,-.540291312636833,-1.83171952728379,-.494013422064168,25,1,1,2,5/17/2016,5/17/2016,1,963708,1,72,30,90,3,1,7,1,9,1,4,3,4,2,3,2,2,3,3,2,3,3,3,4,3,1,4,5,4,2,6 mins, ,0,0,0,1,0,0,0,0,2,3,4,4,3,2,4,3,3,2,3,3,3,4,3,1,4,1,4,2,25,75,50,25,75,25,50,50,0,25,50,75,50,50,50,50,75,0,75,75
1,7,88.75,92.5,85,-6,2,2,1,1,1,2,1,2,12.5,87.5,-76.25,-1.3178985054771,.914346410000911,-2.07070046288075,1.16799179095007,1.36007820876546,.812700859961041,-1.20501576722855,1,0,-.540291312636833,-1.83171952728379,-.494013422064168,51,2,1,2,5/17/2016,5/17/2016,1,191926,1,18,30,20,2,1,7,1,27,1,1,2,5,1,1,4,1,1,1,5,1,2,4,5,1,5,5,1,5,4,20 minutes,Thank you for the study.  It was a very good study.  Have a great day.,0,0,1,0,0,0,0,0,5,4,5,5,5,4,5,5,5,5,5,4,4,5,1,5,5,5,5,4,100,100,100,75,100,100,100,0,100,75,75,100,100,100,75,75,100,100,100,100
1,7,75,72.5,77.5,-6,2,2,1,1,1,2,1,2,12.5,87.5,-62.5,-1.3178985054771,.914346410000911,-2.07070046288075,.471699652448444,.302703269026628,.511096913057969,-1.20501576722855,0,1,-1.24652924272641,-.965557580273626,-1.13975953804805,33,1,1,2,5/17/2016,5/17/2016,1,966489,1,3,1,10,2,1,8,1,27,1,1,3,5,2,1,5,2,1,3,4,3,2,4,4,3,5,4,3,3,4,7 mins,no,0,0,0,0,0,1,0,0,5,3,5,4,5,5,4,5,3,4,3,4,4,4,3,5,4,3,3,4,100,100,100,100,75,75,50,50,50,75,50,75,100,50,75,75,75,100,75,50
1,8,86.8421052631579,83.3333333333333,90,-7,2,2,1,1,1,2,1,2,12.5,100,-74.3421052631579,-1.3178985054771,1.5646216546586,-2.55982275447248,1.0713770923063,.875448028051829,1.01377015789642,-2.06201254031167,0,1,-1.24652924272641,-.965557580273626,-1.95034664633492,28,2,1,2,5/17/2016,5/17/2016,1,989948,1,6,1,10,2,2,7,1,27,1,1,3,5,1,1,5,1,1,1,3,3, ,3,5,5,3,5,1,5,5,5 minutes, ,0,0,0,0,1,0,0,0,5,3,5,5,5,5,5,5,5,3,3, ,3,5,5,3,5,5,5,5,100,100,100,100,100,50,50,100,100,100,50,100,100,100, ,50,100,50,100,100
2,6,53.75,67.5,40,-4,2,2,1,1,1,2,1,1,25,75,-28.75,-.85178359420423,.264071165343224,-1.09245587969728,-.604388197963154,.0383595340919197,-.996922821457394,-.224931486341751,0,2,-1.24652924272641,-.0993956332634614,-.32917242976117,34,1,1,2,5/17/2016,5/17/2016,1,453170,1,18,1,10,2,2,7,3,1,1,3,3,3,3,3,2,4,3,2,2,4,1,3,3,2,5,4,3,4,4,7 minutes, ,0,0,0,0,1,0,1,0,3,3,3,3,3,2,2,3,4,2,2,5,3,3,2,5,4,3,4,4,50,50,50,25,25,25,25,25,50,75,50,50,50,75,100,50,50,100,75,75
2,7,67.5,87.5,47.5,-5,2,2,1,1,1,2,1,1,25,87.5,-42.5,-.85178359420423,.914346410000911,-1.58157817128901,.0919039405384685,1.09573447383075,-.695318874554321,-.77882527145831,1,1,-.540291312636833,-.965557580273626,-.494013422064168,24,1,1,2,5/17/2016,5/17/2016,1,47639,1,6,15,10,3,1,8,1,27,1,4,1,3,1,4,1,1,1,1,3,4,4,4,5,1,4,5,1,5,5,5 minutes, ,0,0,0,1,0,1,0,0,2,5,3,5,2,1,5,5,5,3,2,2,4,5,1,4,5,5,5,5,25,50,25,0,100,50,25,0,100,100,100,100,100,100,25,75,100,75,100,100
2,7,46.25,45,47.5,-5,2,2,1,1,1,2,1,1,25,87.5,-21.25,-.85178359420423,.914346410000911,-1.58157817128901,-.98418390987313,-1.15118727311427,-.695318874554321,-.77882527145831,0,2,-1.24652924272641,-.0993956332634614,-1.13975953804805,24,1,1,2,5/17/2016,5/17/2016,1,24552,1,6,15,10,2,1,8,3,27,1,4,4,3,3,4,4,3,5,4,3,3,4,3,4,2,4,4,3,3,4,5 minutes,No,0,0,0,0,0,1,1,0,2,2,3,3,2,4,3,1,2,3,3,2,3,4,2,4,4,3,3,4,25,50,25,75,50,50,50,25,50,75,25,50,0,25,25,50,75,75,75,50
2,7,75,67.5,82.5,-5,2,2,1,1,1,2,1,2,25,87.5,-50,-.85178359420423,.914346410000911,-1.58157817128901,.471699652448444,.0383595340919197,.712166210993351,-.77882527145831,0,2,-1.24652924272641,-.0993956332634614,-1.13975953804805,26,1,1,2,5/17/2016,5/17/2016,1,502427,1,7,30,10,2,1,8,3,9,1,1,5,2,1,3,5,1,5,4,5,3,1,4,5,5,5,4,1,5,5,15, ,0,0,0,0,0,1,1,0,5,1,2,5,3,5,5,1,2,5,3,5,4,5,5,5,4,5,5,5,100,25,50,100,100,100,50,100,100,100,0,100,0,25,100,75,100,100,75,100
2,8,46.25,45,47.5,-6,2,2,1,1,1,2,1,1,25,100,-21.25,-.85178359420423,1.5646216546586,-2.07070046288075,-.98418390987313,-1.15118727311427,-.695318874554321,-1.33271905657487,0,2,-1.24652924272641,-.0993956332634614,-1.95034664633492,32,2,1,2,5/17/2016,5/17/2016,1,470111,1,18,15,90,2,1,8,3,9,1,4,2,4,5,4,5,4,4,4,2,4,5,4,2,4,5,3,4,4,4,15 minutes,great study,0,0,0,0,0,1,1,0,2,4,4,1,2,5,2,2,2,2,2,1,4,2,4,5,3,2,4,4,25,75,25,100,25,25,25,75,25,75,75,0,25,25,0,75,25,100,50,75
3,3,56.25,50,62.5,0,1,1,1,2,2,1,2,1,37.5,37.5,-18.75,-.385668682931359,-1.68675456862983,.864033286669664,-.477789627326495,-.886843538179559,-.0921109807481761,.650528412911921,1,2,-.540291312636833,-.0993956332634614,.911338839981189,63,2,1,2,5/17/2016,5/17/2016,1,197047,1,6,15,20,1,1,8,3,1,1,3,3,3,4,2,3,2,3,3,3,3,4,3,3,3,3,4,1,4,4,15,I wish I had thought longer on some of the questions.,0,0,1,0,0,1,1,0,3,3,3,2,4,3,4,3,3,3,3,2,3,3,3,3,4,5,4,4,50,50,75,50,75,50,50,50,100,75,50,25,50,50,25,50,50,50,75,75
3,3,31.25,30,32.5,0,1,1,1,2,2,1,2,1,37.5,37.5,6.25,-.385668682931359,-1.68675456862983,.864033286669664,-1.74377533369308,-1.94421847791839,-1.29852676836047,.650528412911921,1,2,-.540291312636833,-.0993956332634614,.911338839981189,24,2,1,2,5/17/2016,5/17/2016,1,343974,1,6,15,10,3,2,8,1,27,1,4,5,5,4,1,1,5,2,4,1,4,4,1,2,1,5,1,5,2,4,10 minutes,I wanna know the answers!,0,0,0,1,1,1,0,0,2,1,5,2,5,1,1,4,2,1,2,2,1,2,1,5,1,1,2,4,25,100,100,0,0,0,25,0,0,75,0,25,75,25,25,0,25,100,0,25
3,3,7.5,7.5,7.5,0,1,1,1,2,2,1,2,1,37.5,37.5,30,-.385668682931359,-1.68675456862983,.864033286669664,-2.94646175474134,-3.13376528512458,-2.30387325803737,.650528412911921,1,2,-.540291312636833,-.0993956332634614,.911338839981189,61,2,1,2,5/17/2016,5/17/2016,1,9504,1,3,1,0,3,1,8,3,9,1,5,5,1,5,5,1,5,5,5,1,4,2,1,1,1,1,1,5,1,3,8 minutes,I enjoyed it,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,3,0,0,0,0,0,0,25,0,0,50,0,0,0,0,75,0,0,0,0,0
3,3,86.25,77.5,95,0,1,1,1,2,2,1,2,2,37.5,37.5,-48.75,-.385668682931359,-1.68675456862983,.864033286669664,1.04139322031341,.567047003961336,1.2148394558318,.650528412911921,1,2,-.540291312636833,-.0993956332634614,.911338839981189,22,2,1,2,5/17/2016,5/17/2016,1,25885,1,2,31,20,2,1,8,3,27,1,1,2,5,4,2,5,1,1,2,4,1,2,4,5,5,5,4,1,4,5,7min, ,0,0,1,0,0,1,1,0,5,4,5,2,4,5,5,5,4,4,5,4,4,5,5,5,4,5,4,5,100,100,75,100,100,75,100,100,100,100,75,25,100,75,75,75,100,100,75,75
3,4,55,35,75,-1,1,1,1,2,2,1,2,1,37.5,50,-17.5,-.385668682931359,-1.03647932397215,.374910995077929,-.541088912644825,-1.67987474298368,.410562264090278,.399737615761924,0,3,-1.24652924272641,.766766313746703,1.29200178681258,43,2,1,2,5/17/2016,5/17/2016,1,327053,1,9,1,10,1,1,8,3,0,1,2,4,4,4,2,4,3,3,3,3,2,5,2,2,5,3,3,1,3,4,12 minutes,Thanks!,0,0,0,0,0,1,1,1,4,2,4,2,4,4,3,3,3,3,4,1,2,2,5,3,3,5,3,4,75,75,75,75,50,50,75,100,100,75,25,25,50,50,0,25,25,50,50,50
3,4,66.6666666666667,63.8888888888889,69.4444444444444,-1,1,1,1,2,2,1,2,1,37.5,50,-29.1666666666667,-.385668682931359,-1.03647932397215,.374910995077929,.0497044169929159,-.152555385583147,.187151933050965,.399737615761924,2,1,.165946617452742,-.965557580273626,-.172000237872883,34,1,1,2,5/17/2016,5/17/2016,1,903894,1,3,30,20,3,1,8,1,3,1,2,3,4, ,3,4,2,2,2,4, ,3,3,4,4,3,4,3,4,4,10 minutes, ,0,0,1,1,0,1,0,0,4,3,4, ,3,4,4,4,4,4, ,3,3,4,4,3,4,3,4,4,75,75,50,75,75,75, ,75,50,75,50, ,75,75,50,50,75,50,75,75
3,4,66.25,37.5,95,-1,1,1,1,2,2,1,2,1,37.5,50,-28.75,-.385668682931359,-1.03647932397215,.374910995077929,.0286046552201392,-1.54770287551633,1.2148394558318,.399737615761924,0,3,-1.24652924272641,.766766313746703,1.29200178681258,30,1,1,2,5/17/2016,5/17/2016,1,240719,1,2,1,10,2,2,8,3,3,1,2,4,5,4,1,5,1,4,4,4,1,4,2,2,5,4,2,1,5,5,16 minutes,Fun study! I thoroughly enjoy being challenged.,0,0,0,0,1,1,1,0,4,2,5,2,5,5,5,2,2,4,5,2,2,2,5,4,2,5,5,5,75,100,100,100,100,75,100,100,100,100,25,25,25,25,25,25,25,75,25,100
3,4,66.25,55,77.5,-1,1,1,1,2,2,1,2,1,37.5,50,-28.75,-.385668682931359,-1.03647932397215,.374910995077929,.0286046552201392,-.622499803244851,.511096913057969,.399737615761924,0,3,-1.24652924272641,.766766313746703,1.29200178681258,26,1,1,2,5/17/2016,5/17/2016,1,28254,1,6,31,0,2,2,8,3,9,1,2,3,4,3,2,5,2,3,4,4,3,3,3,4,5,4,4,2,3,4,10,i do not,0,0,0,0,1,1,1,0,4,3,4,3,4,5,4,3,2,4,3,3,3,4,5,4,4,4,3,4,75,75,75,100,75,75,50,100,75,75,50,50,50,25,50,50,75,75,75,50
3,4,81.25,85,77.5,-1,1,1,1,2,2,1,2,2,37.5,50,-43.75,-.385668682931359,-1.03647932397215,.374910995077929,.788196079040091,.963562606363398,.511096913057969,.399737615761924,3,0,.872184547542318,-1.83171952728379,-.904001250215616,31,2,1,2,5/17/2016,5/17/2016,1,529666,1,8,29,20,3,1,7,1,27,1,1,1,5,1,5,5,1,3,1,4,1,1,3,4,1,5,4,1,5,5,about 6 minutes,no,0,1,1,1,0,0,0,0,5,5,5,5,1,5,5,3,5,4,5,5,3,4,1,5,4,5,5,5,100,100,0,100,100,75,100,0,100,100,100,100,50,100,100,50,75,100,75,100
3,5,41.25,35,47.5,-2,1,1,1,2,2,1,1,1,37.5,62.5,-3.75,-.385668682931359,-.386204079314462,-.114211296513806,-1.23738105114645,-1.67987474298368,-.695318874554321,.148946818611927,0,3,-1.24652924272641,.766766313746703,.481414678525707,25,1,1,2,5/17/2016,5/17/2016,1,112560,1,9,25,80,1,2,8,1,0,1,3,4,2,2,3,4,1,3,3,2,4,4,1,1,3,3,2,3,3,2,11 minutes,no,0,0,0,0,1,1,0,1,3,2,2,4,3,4,5,3,3,2,2,2,1,1,3,3,2,3,3,2,50,25,50,75,100,25,25,50,50,25,25,75,50,50,25,0,0,50,25,50
3,5,46.25,32.5,60,-2,1,1,1,2,2,1,1,1,37.5,62.5,-8.75,-.385668682931359,-.386204079314462,-.114211296513806,-.98418390987313,-1.81204661045104,-.192645629715867,.148946818611927,0,3,-1.24652924272641,.766766313746703,.481414678525707,50,2,1,2,5/17/2016,5/17/2016,1,441831,1,6,30,10,2,1,8,3,0,1,4,4,4,4,2,4,2,4,4,2,2,3,2,2,4,2,2,4,4,4,10 minutes,no,0,0,0,0,0,1,1,1,2,2,4,2,4,4,4,2,2,2,4,3,2,2,4,2,2,2,4,4,25,75,75,75,75,25,75,75,25,75,25,25,25,25,50,25,25,25,25,75
3,5,56.25,62.5,50,-2,1,1,1,2,2,1,1,1,37.5,62.5,-18.75,-.385668682931359,-.386204079314462,-.114211296513806,-.477789627326495,-.225984200842788,-.59478422558663,.148946818611927,1,2,-.540291312636833,-.0993956332634614,.20866270895851,25,2,1,2,5/17/2016,5/17/2016,1,50584,1,4,15,10,2,1,8,3,27,1,4,3,3,4,4,4,3,3,4,2,4,1,2,5,3,4,4,1,5,4,10 minutes,Very interesting study!,1,0,0,0,0,1,1,0,2,3,3,2,2,4,3,3,2,2,2,5,2,5,3,4,4,5,5,4,25,50,25,75,50,25,25,50,100,75,50,25,50,25,100,25,100,75,75,100
3,5,48.6842105263158,50,47.5,-2,1,1,1,2,2,1,1,1,37.5,62.5,-11.1842105263158,-.385668682931359,-.386204079314462,-.114211296513806,-.860916880569015,-.886843538179559,-.695318874554321,.148946818611927,0,3,-1.24652924272641,.766766313746703,.481414678525707,25,2,1,2,5/17/2016,5/17/2016,1,111250,1,12,30,10,1,2,8,3,9,1,4, ,3,3,3,3,3,4,4,4,3,3,4,3,3,3,4,4,3,3,4 minutes,no,0,0,0,0,1,1,1,0,2, ,3,3,3,3,3,2,2,4,3,3,4,3,3,3,4,2,3,3,25,50,50,50,50,75,50,50,25,50, ,50,25,25,50,75,50,50,75,50
3,5,33.75,35,32.5,-2,1,1,1,2,2,1,1,1,37.5,62.5,3.75,-.385668682931359,-.386204079314462,-.114211296513806,-1.61717676305642,-1.67987474298368,-1.29852676836047,.148946818611927,0,3,-1.24652924272641,.766766313746703,.481414678525707,41,1,1,2,5/17/2016,5/17/2016,1,406068,1,3,30,10,2,2,8,3,9,1,4,4,2,4,4,2,4,4,4,2,4,4,2,4,3,3,3,4,2,4,15 minutes, ,0,0,0,0,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,2,2,4,25,25,25,25,25,25,25,50,25,75,25,25,25,25,25,25,75,50,50,25
3,5,71.25,65,77.5,-2,1,1,1,2,2,1,1,2,37.5,62.5,-33.75,-.385668682931359,-.386204079314462,-.114211296513806,.281801796493456,-.0938123333754343,.511096913057969,.148946818611927,2,1,.165946617452742,-.965557580273626,-.0640892606086856,36,2,1,2,5/17/2016,5/17/2016,1,473710,1,6,29,20,2,1,7,3,27,1,2,3,4,2,2,4,2,2,2,4,2,4,3,4,4,4,4,2,4,5,8 mins,no,0,1,1,0,0,0,1,0,4,3,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,5,75,75,75,75,75,75,75,75,75,100,50,75,75,75,25,50,75,75,75,75
3,5,70,70,70,-2,1,1,1,2,2,1,1,2,37.5,62.5,-32.5,-.385668682931359,-.386204079314462,-.114211296513806,.218502511175127,.170531401559274,.209492966154896,.148946818611927,0,3,-1.24652924272641,.766766313746703,.481414678525707,31,2,1,2,5/17/2016,5/17/2016,1,416244,1,9,30,10,2,2,8,3,27,1,2,3,4,2,3,4,2,2,2,4,2,2,3,4,3,4,4,2,4,4,7 minutes, ,0,0,0,0,1,1,1,0,4,3,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,75,75,50,75,75,75,75,50,75,75,50,75,75,75,75,50,75,75,75,75
3,5,72.5,80,65,-2,1,1,1,2,2,1,1,2,37.5,62.5,-35,-.385668682931359,-.386204079314462,-.114211296513806,.345101081811786,.69921887142869,.00842366821951473,.148946818611927,1,2,-.540291312636833,-.0993956332634614,.20866270895851,23,1,1,2,5/17/2016,5/17/2016,1,27369,1,3,15,20,1,1,8,3,9,1,1,1,4,1,1,4,4,1,3,4,2,1,4,4,4,4,3,3,4,1,10, ,0,0,1,0,0,1,1,0,5,5,4,5,5,4,2,5,3,4,4,5,4,4,4,4,3,3,4,1,100,75,100,75,25,75,75,75,50,0,100,100,100,50,100,75,75,75,50,75
3,6,56.25,60,52.5,-3,1,1,1,2,2,2,1,1,37.5,75,-18.75,-.385668682931359,.264071165343224,-.603333588105541,-.477789627326495,-.358156068310142,-.494249576618939,-.10184397853807,0,3,-1.24652924272641,.766766313746703,-.32917242976117,36,1,1,2,5/17/2016,5/17/2016,1,101563,1,10,30,85,2,2,8,2,0,1,2,2,4,2,4,4,4,4,3,3,3,4,4,3,2,4,5,2,3,3,8 minutes,no,0,0,0,0,1,1,0,1,4,4,4,4,2,4,2,2,3,3,3,2,4,3,2,4,5,4,3,3,75,75,25,75,25,50,50,25,75,50,75,75,25,50,25,75,50,75,100,50
3,6,65.7894736842105,72.5,58.3333333333333,-3,1,1,1,2,2,2,1,1,37.5,75,-28.2894736842105,-.385668682931359,.264071165343224,-.603333588105541,.00528386589233336,.302703269026628,-.259668729027661,-.10184397853807,2,1,.165946617452742,-.965557580273626,.0438217166555119,50,2,1,2,5/17/2016,5/17/2016,1,849932,1,4,30,0,3,1,8,1,27,1,3,2,4,2,3,3, ,2,2,4,2,2,3,4,3,4,4,3,4,3,About 10 minutes,"No, but I would like to know how well I did",1,0,0,1,0,1,0,0,3,4,4,4,3,3, ,4,4,4,4,4,3,4,3,4,4,3,4,3,50,75,50,50, ,75,75,50,50,50,75,75,75,75,75,50,75,75,75,75
3,6,58.75,65,52.5,-3,1,1,1,2,2,2,1,1,37.5,75,-21.25,-.385668682931359,.264071165343224,-.603333588105541,-.351191056689837,-.0938123333754343,-.494249576618939,-.10184397853807,2,1,.165946617452742,-.965557580273626,.0438217166555119,23,1,1,2,5/17/2016,5/17/2016,1,756563,1,4,1,10,3,1,8,1,27,1,3,3,4,3,3,3,3,2,2,2,4,2,2,4,4,4,4,3,4,4,5 minutes, ,1,0,0,1,0,1,0,0,3,3,4,3,3,3,3,4,4,2,2,4,2,4,4,4,4,3,4,4,50,75,50,50,50,25,25,75,50,75,50,50,75,75,75,25,75,75,75,75
